,year_film,year_ceremony,ceremony,category,name,film,winner
5622,1978,1979,51,ACTOR,Jon Voight,Coming Home,True
5623,1978,1979,51,SUPPORTING ACTOR,Bruce Dern,Coming Home,False
5624,1978,1979,51,SUPPORTING ACTOR,Richard Farnsworth,Comes a Horseman,False
5625,1978,1979,51,SUPPORTING ACTOR,John Hurt,Midnight Express,False
5626,1978,1979,51,SUPPORTING ACTOR,Christopher Walken,The Deer Hunter,True
5627,1978,1979,51,SUPPORTING ACTOR,Jack Warden,Heaven Can Wait,False
5628,1978,1979,51,ACTRESS,Ingrid Bergman,Autumn Sonata,False
5629,1978,1979,51,ACTRESS,Ellen Burstyn,"Same Time, Next Year",False
5630,1978,1979,51,ACTRESS,Jill Clayburgh,An Unmarried Woman,False
5631,1978,1979,51,ACTRESS,Jane Fonda,Coming Home,True
5632,1978,1979,51,ACTRESS,Geraldine Page,Interiors,False
5633,1978,1979,51,SUPPORTING ACTRESS,Dyan Cannon,Heaven Can Wait,False
5634,1978,1979,51,SUPPORTING ACTRESS,Penelope Milford,Coming Home,False
5635,1978,1979,51,SUPPORTING ACTRESS,Maggie Smith,California Suite,True
5636,1978,1979,51,SUPPORTING ACTRESS,Maureen Stapleton,Interiors,False
5637,1978,1979,51,SUPPORTING ACTRESS,Meryl Streep,The Deer Hunter,False
5653,1978,1979,51,DIRECTING,Hal Ashby,Coming Home,False
5654,1978,1979,51,DIRECTING,Michael Cimino,The Deer Hunter,True
5655,1978,1979,51,DIRECTING,"Warren Beatty, Buck Henry",Heaven Can Wait,False
5656,1978,1979,51,DIRECTING,Woody Allen,Interiors,False
5657,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,False
5681,1978,1979,51,MUSIC,Jerry Goldsmith,The Boys from Brazil,False
5682,1978,1979,51,MUSIC,Ennio Morricone,Days of Heaven,False
5683,1978,1979,51,MUSIC,Dave Grusin,Heaven Can Wait,False
5684,1978,1979,51,MUSIC,Giorgio Moroder,Midnight Express,True
5685,1978,1979,51,MUSIC,John Williams,Superman,False
5686,1978,1979,51,MUSIC,Music and Lyrics by John Farrar,Grease,False
5687,1978,1979,51,MUSIC,Music and Lyrics by Paul Jabara,Thank God It's Friday,True
5688,1978,1979,51,MUSIC,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,"Same Time, Next Year",False
5689,1978,1979,51,MUSIC,Music by Charles Fox; Lyrics by Norman Gimbel,Foul Play,False
5690,1978,1979,51,MUSIC,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,The Magic of Lassie,False
5691,1978,1979,51,BEST PICTURE,"Jerome Hellman, Producer",Coming Home,False
5692,1978,1979,51,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,True
5693,1978,1979,51,BEST PICTURE,"Warren Beatty, Producer",Heaven Can Wait,False
5694,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,False
5695,1978,1979,51,BEST PICTURE,"Paul Mazursky and Tony Ray, Producers",An Unmarried Woman,False
5724,1979,1980,52,ACTOR,Dustin Hoffman,Kramer vs. Kramer,True
5725,1979,1980,52,ACTOR,Jack Lemmon,The China Syndrome,False
5726,1979,1980,52,ACTOR,Al Pacino,...And Justice for All,False
5727,1979,1980,52,ACTOR,Roy Scheider,All That Jazz,False
5728,1979,1980,52,ACTOR,Peter Sellers,Being There,False
5729,1979,1980,52,SUPPORTING ACTOR,Melvyn Douglas,Being There,True
5730,1979,1980,52,SUPPORTING ACTOR,Robert Duvall,Apocalypse Now,False
5731,1979,1980,52,SUPPORTING ACTOR,Frederic Forrest,The Rose,False
5732,1979,1980,52,SUPPORTING ACTOR,Justin Henry,Kramer vs. Kramer,False
5733,1979,1980,52,SUPPORTING ACTOR,Mickey Rooney,The Black Stallion,False
5734,1979,1980,52,ACTRESS,Jill Clayburgh,Starting Over,False
5735,1979,1980,52,ACTRESS,Sally Field,Norma Rae,True
5736,1979,1980,52,ACTRESS,Jane Fonda,The China Syndrome,False
5737,1979,1980,52,ACTRESS,Marsha Mason,Chapter Two,False
5738,1979,1980,52,ACTRESS,Bette Midler,The Rose,False
5739,1979,1980,52,SUPPORTING ACTRESS,Jane Alexander,Kramer vs. Kramer,False
5740,1979,1980,52,SUPPORTING ACTRESS,Barbara Barrie,Breaking Away,False
5741,1979,1980,52,SUPPORTING ACTRESS,Candice Bergen,Starting Over,False
5742,1979,1980,52,SUPPORTING ACTRESS,Mariel Hemingway,Manhattan,False
5743,1979,1980,52,SUPPORTING ACTRESS,Meryl Streep,Kramer vs. Kramer,True
5759,1979,1980,52,DIRECTING,Bob Fosse,All That Jazz,False
5760,1979,1980,52,DIRECTING,Francis Coppola,Apocalypse Now,False
5761,1979,1980,52,DIRECTING,Peter Yates,Breaking Away,False
5762,1979,1980,52,DIRECTING,Robert Benton,Kramer vs. Kramer,True
5763,1979,1980,52,DIRECTING,Edouard Molinaro,La Cage aux Folles,False
5784,1979,1980,52,MUSIC,Lalo Schifrin,The Amityville Horror,False
5785,1979,1980,52,MUSIC,Dave Grusin,The Champ,False
5786,1979,1980,52,MUSIC,Georges Delerue,A Little Romance,True
5787,1979,1980,52,MUSIC,Jerry Goldsmith,Star Trek - The Motion Picture,False
5788,1979,1980,52,MUSIC,Henry Mancini,10,False
5789,1979,1980,52,MUSIC,Adaptation Score by Ralph Burns,All That Jazz,True
5790,1979,1980,52,MUSIC,Adaptation Score by Patrick Williams,Breaking Away,False
5791,1979,1980,52,MUSIC,Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams,The Muppet Movie,False
5792,1979,1980,52,MUSIC,Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman,The Promise,False
5793,1979,1980,52,MUSIC,Music by David Shire; Lyric by Norman Gimbel,Norma Rae,True
5794,1979,1980,52,MUSIC,Music by Henry Mancini; Lyric by Robert Wells,10,False
5795,1979,1980,52,MUSIC,Music and Lyric by Paul Williams and Kenny Ascher,The Muppet Movie,False
5796,1979,1980,52,MUSIC,Music by Marvin Hamlisch; Lyric by Carole Bayer Sager,Ice Castles,False
5797,1979,1980,52,BEST PICTURE,"Robert Alan Aurthur, Producer",All That Jazz,False
5798,1979,1980,52,BEST PICTURE,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",Apocalypse Now,False
5799,1979,1980,52,BEST PICTURE,"Peter Yates, Producer",Breaking Away,False
5800,1979,1980,52,BEST PICTURE,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,True
5801,1979,1980,52,BEST PICTURE,"Tamara Asseyev and Alex Rose, Producers",Norma Rae,False
5835,1980,1981,53,ACTOR,Robert De Niro,Raging Bull,True
5836,1980,1981,53,ACTOR,Robert Duvall,The Great Santini,False
5837,1980,1981,53,ACTOR,John Hurt,The Elephant Man,False
5838,1980,1981,53,ACTOR,Jack Lemmon,Tribute,False
5839,1980,1981,53,ACTOR,Peter O'Toole,The Stunt Man,False
5840,1980,1981,53,SUPPORTING ACTOR,Judd Hirsch,Ordinary People,False
5841,1980,1981,53,SUPPORTING ACTOR,Timothy Hutton,Ordinary People,True
5842,1980,1981,53,SUPPORTING ACTOR,Michael O'Keefe,The Great Santini,False
5843,1980,1981,53,SUPPORTING ACTOR,Joe Pesci,Raging Bull,False
5844,1980,1981,53,SUPPORTING ACTOR,Jason Robards,Melvin and Howard,False
5845,1980,1981,53,ACTRESS,Ellen Burstyn,Resurrection,False
5846,1980,1981,53,ACTRESS,Goldie Hawn,Private Benjamin,False
5847,1980,1981,53,ACTRESS,Mary Tyler Moore,Ordinary People,False
5848,1980,1981,53,ACTRESS,Gena Rowlands,Gloria,False
5849,1980,1981,53,ACTRESS,Sissy Spacek,Coal Miner's Daughter,True
5850,1980,1981,53,SUPPORTING ACTRESS,Eileen Brennan,Private Benjamin,False
5851,1980,1981,53,SUPPORTING ACTRESS,Eva Le Gallienne,Resurrection,False
5852,1980,1981,53,SUPPORTING ACTRESS,Cathy Moriarty,Raging Bull,False
5853,1980,1981,53,SUPPORTING ACTRESS,Diana Scarwid,Inside Moves,False
5854,1980,1981,53,SUPPORTING ACTRESS,Mary Steenburgen,Melvin and Howard,True
5870,1980,1981,53,DIRECTING,David Lynch,The Elephant Man,False
5871,1980,1981,53,DIRECTING,Robert Redford,Ordinary People,True
5872,1980,1981,53,DIRECTING,Martin Scorsese,Raging Bull,False
5873,1980,1981,53,DIRECTING,Richard Rush,The Stunt Man,False
5874,1980,1981,53,DIRECTING,Roman Polanski,Tess,False
5895,1980,1981,53,MUSIC,John Corigliano,Altered States,False
5896,1980,1981,53,MUSIC,John Morris,The Elephant Man,False
5897,1980,1981,53,MUSIC,John Williams,The Empire Strikes Back,False
5898,1980,1981,53,MUSIC,Michael Gore,Fame,True
5899,1980,1981,53,MUSIC,Philippe Sarde,Tess,False
5900,1980,1981,53,MUSIC,Music by Michael Gore; Lyric by Dean Pitchford,Fame,True
5901,1980,1981,53,MUSIC,Music and Lyric by Dolly Parton,Nine to Five,False
5902,1980,1981,53,MUSIC,Music and Lyric by Willie Nelson,Honeysuckle Rose,False
5903,1980,1981,53,MUSIC,Music by Michael Gore; Lyric by Lesley Gore,Fame,False
5904,1980,1981,53,MUSIC,Music by Lalo Schifrin; Lyric by Wilbur Jennings,The Competition,False
5905,1980,1981,53,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner's Daughter,False
5906,1980,1981,53,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,False
5907,1980,1981,53,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,True
5908,1980,1981,53,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,False
5909,1980,1981,53,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,False
5933,1981,1982,54,ACTOR,Warren Beatty,Reds,False
5934,1981,1982,54,ACTOR,Henry Fonda,On Golden Pond,True
5935,1981,1982,54,ACTOR,Burt Lancaster,Atlantic City,False
5936,1981,1982,54,ACTOR,Dudley Moore,Arthur,False
5937,1981,1982,54,ACTOR,Paul Newman,Absence of Malice,False
5938,1981,1982,54,SUPPORTING ACTOR,James Coco,Only When I Laugh,False
5939,1981,1982,54,SUPPORTING ACTOR,John Gielgud,Arthur,True
5940,1981,1982,54,SUPPORTING ACTOR,Ian Holm,Chariots of Fire,False
5941,1981,1982,54,SUPPORTING ACTOR,Jack Nicholson,Reds,False
5942,1981,1982,54,SUPPORTING ACTOR,"Howard E. Rollins, Jr.",Ragtime,False
5943,1981,1982,54,ACTRESS,Katharine Hepburn,On Golden Pond,True
5944,1981,1982,54,ACTRESS,Diane Keaton,Reds,False
5945,1981,1982,54,ACTRESS,Marsha Mason,Only When I Laugh,False
5946,1981,1982,54,ACTRESS,Susan Sarandon,Atlantic City,False
5947,1981,1982,54,ACTRESS,Meryl Streep,The French Lieutenant's Woman,False
5948,1981,1982,54,SUPPORTING ACTRESS,Melinda Dillon,Absence of Malice,False
5949,1981,1982,54,SUPPORTING ACTRESS,Jane Fonda,On Golden Pond,False
5950,1981,1982,54,SUPPORTING ACTRESS,Joan Hackett,Only When I Laugh,False
5951,1981,1982,54,SUPPORTING ACTRESS,Elizabeth McGovern,Ragtime,False
5952,1981,1982,54,SUPPORTING ACTRESS,Maureen Stapleton,Reds,True
5968,1981,1982,54,DIRECTING,Louis Malle,Atlantic City,False
5969,1981,1982,54,DIRECTING,Hugh Hudson,Chariots of Fire,False
5970,1981,1982,54,DIRECTING,Mark Rydell,On Golden Pond,False
5971,1981,1982,54,DIRECTING,Steven Spielberg,Raiders of the Lost Ark,False
5972,1981,1982,54,DIRECTING,Warren Beatty,Reds,True
5995,1981,1982,54,MUSIC,Vangelis,Chariots of Fire,True
5996,1981,1982,54,MUSIC,Alex North,Dragonslayer,False
5997,1981,1982,54,MUSIC,Dave Grusin,On Golden Pond,False
5998,1981,1982,54,MUSIC,Randy Newman,Ragtime,False
5999,1981,1982,54,MUSIC,John Williams,Raiders of the Lost Ark,False
6000,1981,1982,54,MUSIC,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",Arthur,True
6001,1981,1982,54,MUSIC,Music and Lyric by Lionel Richie,Endless Love,False
6002,1981,1982,54,MUSIC,Music and Lyric by Joe Raposo,The Great Muppet Caper,False
6003,1981,1982,54,MUSIC,Music by Bill Conti; Lyric by Mick Leeson,For Your Eyes Only,False
6004,1981,1982,54,MUSIC,Music and Lyric by Randy Newman,Ragtime,False
6005,1981,1982,54,BEST PICTURE,"Denis Heroux and John Kemeny, Producers",Atlantic City,False
6006,1981,1982,54,BEST PICTURE,"David Puttnam, Producer",Chariots of Fire,True
6007,1981,1982,54,BEST PICTURE,"Bruce Gilbert, Producer",On Golden Pond,False
6008,1981,1982,54,BEST PICTURE,"Frank Marshall, Producer",Raiders of the Lost Ark,False
6009,1981,1982,54,BEST PICTURE,"Warren Beatty, Producer",Reds,False
6037,1982,1983,55,ACTOR,Dustin Hoffman,Tootsie,False
6038,1982,1983,55,ACTOR,Ben Kingsley,Gandhi,True
6039,1982,1983,55,ACTOR,Jack Lemmon,Missing,False
6040,1982,1983,55,ACTOR,Paul Newman,The Verdict,False
6041,1982,1983,55,ACTOR,Peter O'Toole,My Favorite Year,False
6042,1982,1983,55,SUPPORTING ACTOR,Charles Durning,The Best Little Whorehouse in Texas,False
6043,1982,1983,55,SUPPORTING ACTOR,"Louis Gossett, Jr.",An Officer and a Gentleman,True
6044,1982,1983,55,SUPPORTING ACTOR,John Lithgow,The World According to Garp,False
6045,1982,1983,55,SUPPORTING ACTOR,James Mason,The Verdict,False
6046,1982,1983,55,SUPPORTING ACTOR,Robert Preston,Victor/Victoria,False
6047,1982,1983,55,ACTRESS,Julie Andrews,Victor/Victoria,False
6048,1982,1983,55,ACTRESS,Jessica Lange,Frances,False
6049,1982,1983,55,ACTRESS,Sissy Spacek,Missing,False
6050,1982,1983,55,ACTRESS,Meryl Streep,Sophie's Choice,True
6051,1982,1983,55,ACTRESS,Debra Winger,An Officer and a Gentleman,False
6052,1982,1983,55,SUPPORTING ACTRESS,Glenn Close,The World According to Garp,False
6053,1982,1983,55,SUPPORTING ACTRESS,Teri Garr,Tootsie,False
6054,1982,1983,55,SUPPORTING ACTRESS,Jessica Lange,Tootsie,True
6055,1982,1983,55,SUPPORTING ACTRESS,Kim Stanley,Frances,False
6056,1982,1983,55,SUPPORTING ACTRESS,Lesley Ann Warren,Victor/Victoria,False
6072,1982,1983,55,DIRECTING,Wolfgang Petersen,Das Boot,False
6073,1982,1983,55,DIRECTING,Steven Spielberg,E.T. The Extra-Terrestrial,False
6074,1982,1983,55,DIRECTING,Richard Attenborough,Gandhi,True
6075,1982,1983,55,DIRECTING,Sydney Pollack,Tootsie,False
6076,1982,1983,55,DIRECTING,Sidney Lumet,The Verdict,False
6099,1982,1983,55,MUSIC,John Williams,E.T. The Extra-Terrestrial,True
6100,1982,1983,55,MUSIC,"Ravi Shankar, George Fenton",Gandhi,False
6101,1982,1983,55,MUSIC,Jack Nitzsche,An Officer and a Gentleman,False
6102,1982,1983,55,MUSIC,Jerry Goldsmith,Poltergeist,False
6103,1982,1983,55,MUSIC,Marvin Hamlisch,Sophie's Choice,False
6104,1982,1983,55,MUSIC,Adaptation Score by Ralph Burns,Annie,False
6105,1982,1983,55,MUSIC,Song Score by Tom Waits,One from the Heart,False
6106,1982,1983,55,MUSIC,Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,Victor/Victoria,True
6107,1982,1983,55,MUSIC,Music and Lyric by Jim Peterik and Frankie Sullivan III,Rocky III,False
6108,1982,1983,55,MUSIC,Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,Best Friends,False
6109,1982,1983,55,MUSIC,Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,"Yes, Giorgio",False
6110,1982,1983,55,MUSIC,Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman,Tootsie,False
6111,1982,1983,55,MUSIC,Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,An Officer and a Gentleman,True
6112,1982,1983,55,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",E.T. The Extra-Terrestrial,False
6113,1982,1983,55,BEST PICTURE,"Richard Attenborough, Producer",Gandhi,True
6114,1982,1983,55,BEST PICTURE,"Edward Lewis and Mildred Lewis, Producers",Missing,False
6115,1982,1983,55,BEST PICTURE,"Sydney Pollack and Dick Richards, Producers",Tootsie,False
6116,1982,1983,55,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",The Verdict,False
6148,1983,1984,56,ACTOR,Michael Caine,Educating Rita,False
6149,1983,1984,56,ACTOR,Tom Conti,"Reuben, Reuben",False
6150,1983,1984,56,ACTOR,Tom Courtenay,The Dresser,False
6151,1983,1984,56,ACTOR,Robert Duvall,Tender Mercies,True
6152,1983,1984,56,ACTOR,Albert Finney,The Dresser,False
6153,1983,1984,56,SUPPORTING ACTOR,Charles Durning,To Be or Not to Be,False
6154,1983,1984,56,SUPPORTING ACTOR,John Lithgow,Terms of Endearment,False
6155,1983,1984,56,SUPPORTING ACTOR,Jack Nicholson,Terms of Endearment,True
6156,1983,1984,56,SUPPORTING ACTOR,Sam Shepard,The Right Stuff,False
6157,1983,1984,56,SUPPORTING ACTOR,Rip Torn,Cross Creek,False
6158,1983,1984,56,ACTRESS,Jane Alexander,Testament,False
6159,1983,1984,56,ACTRESS,Shirley MacLaine,Terms of Endearment,True
6160,1983,1984,56,ACTRESS,Meryl Streep,Silkwood,False
6161,1983,1984,56,ACTRESS,Julie Walters,Educating Rita,False
6162,1983,1984,56,ACTRESS,Debra Winger,Terms of Endearment,False
6163,1983,1984,56,SUPPORTING ACTRESS,Cher,Silkwood,False
6164,1983,1984,56,SUPPORTING ACTRESS,Glenn Close,The Big Chill,False
6165,1983,1984,56,SUPPORTING ACTRESS,Linda Hunt,The Year of Living Dangerously,True
6166,1983,1984,56,SUPPORTING ACTRESS,Amy Irving,Yentl,False
6167,1983,1984,56,SUPPORTING ACTRESS,Alfre Woodard,Cross Creek,False
6183,1983,1984,56,DIRECTING,Peter Yates,The Dresser,False
6184,1983,1984,56,DIRECTING,Ingmar Bergman,Fanny & Alexander,False
6185,1983,1984,56,DIRECTING,Mike Nichols,Silkwood,False
6186,1983,1984,56,DIRECTING,Bruce Beresford,Tender Mercies,False
6187,1983,1984,56,DIRECTING,James L. Brooks,Terms of Endearment,True
6208,1983,1984,56,MUSIC,Leonard Rosenman,Cross Creek,False
6209,1983,1984,56,MUSIC,John Williams,Return of the Jedi,False
6210,1983,1984,56,MUSIC,Bill Conti,The Right Stuff,True
6211,1983,1984,56,MUSIC,Michael Gore,Terms of Endearment,False
6212,1983,1984,56,MUSIC,Jerry Goldsmith,Under Fire,False
6213,1983,1984,56,MUSIC,Adaptation Score by Lalo Schifrin,The Sting II,False
6214,1983,1984,56,MUSIC,Adaptation Score by Elmer Bernstein,Trading Places,False
6215,1983,1984,56,MUSIC,"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",Yentl,True
6216,1983,1984,56,MUSIC,Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara,Flashdance,True
6217,1983,1984,56,MUSIC,Music and Lyric by Michael Sembello and Dennis Matkosky,Flashdance,False
6218,1983,1984,56,MUSIC,Music and Lyric by Austin Roberts and Bobby Hart,Tender Mercies,False
6219,1983,1984,56,MUSIC,Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,Yentl,False
6220,1983,1984,56,MUSIC,Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,Yentl,False
6221,1983,1984,56,BEST PICTURE,"Michael Shamberg, Producer",The Big Chill,False
6222,1983,1984,56,BEST PICTURE,"Peter Yates, Producer",The Dresser,False
6223,1983,1984,56,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",The Right Stuff,False
6224,1983,1984,56,BEST PICTURE,"Philip S. Hobel, Producer",Tender Mercies,False
6225,1983,1984,56,BEST PICTURE,"James L. Brooks, Producer",Terms of Endearment,True
6252,1984,1985,57,ACTOR,F. Murray Abraham,Amadeus,True
6253,1984,1985,57,ACTOR,Jeff Bridges,Starman,False
6254,1984,1985,57,ACTOR,Albert Finney,Under the Volcano,False
6255,1984,1985,57,ACTOR,Tom Hulce,Amadeus,False
6256,1984,1985,57,ACTOR,Sam Waterston,The Killing Fields,False
6257,1984,1985,57,SUPPORTING ACTOR,Adolph Caesar,A Soldier's Story,False
6258,1984,1985,57,SUPPORTING ACTOR,John Malkovich,Places in the Heart,False
6259,1984,1985,57,SUPPORTING ACTOR,Noriyuki 'Pat' Morita,The Karate Kid,False
6260,1984,1985,57,SUPPORTING ACTOR,Haing S. Ngor,The Killing Fields,True
6261,1984,1985,57,SUPPORTING ACTOR,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",False
6262,1984,1985,57,ACTRESS,Judy Davis,A Passage to India,False
6263,1984,1985,57,ACTRESS,Sally Field,Places in the Heart,True
6264,1984,1985,57,ACTRESS,Jessica Lange,Country,False
6265,1984,1985,57,ACTRESS,Vanessa Redgrave,The Bostonians,False
6266,1984,1985,57,ACTRESS,Sissy Spacek,The River,False
6267,1984,1985,57,SUPPORTING ACTRESS,Peggy Ashcroft,A Passage to India,True
6268,1984,1985,57,SUPPORTING ACTRESS,Glenn Close,The Natural,False
6269,1984,1985,57,SUPPORTING ACTRESS,Lindsay Crouse,Places in the Heart,False
6270,1984,1985,57,SUPPORTING ACTRESS,Christine Lahti,Swing Shift,False
6271,1984,1985,57,SUPPORTING ACTRESS,Geraldine Page,The Pope of Greenwich Village,False
6287,1984,1985,57,DIRECTING,Milos Forman,Amadeus,True
6288,1984,1985,57,DIRECTING,Woody Allen,Broadway Danny Rose,False
6289,1984,1985,57,DIRECTING,Roland Joffé,The Killing Fields,False
6290,1984,1985,57,DIRECTING,David Lean,A Passage to India,False
6291,1984,1985,57,DIRECTING,Robert Benton,Places in the Heart,False
6315,1984,1985,57,MUSIC,John Williams,Indiana Jones and the Temple of Doom,False
6316,1984,1985,57,MUSIC,Randy Newman,The Natural,False
6317,1984,1985,57,MUSIC,Maurice Jarre,A Passage to India,True
6318,1984,1985,57,MUSIC,John Williams,The River,False
6319,1984,1985,57,MUSIC,Alex North,Under the Volcano,False
6320,1984,1985,57,MUSIC,Jeff Moss,The Muppets Take Manhattan,False
6321,1984,1985,57,MUSIC,Prince,Purple Rain,True
6322,1984,1985,57,MUSIC,Kris Kristofferson,Songwriter,False
6323,1984,1985,57,MUSIC,Music and Lyric by Phil Collins,Against All Odds,False
6324,1984,1985,57,MUSIC,Music and Lyric by Kenny Loggins and Dean Pitchford,Footloose,False
6325,1984,1985,57,MUSIC,"Music and Lyric by Ray Parker, Jr.",Ghostbusters,False
6326,1984,1985,57,MUSIC,Music and Lyric by Stevie Wonder,The Woman in Red,True
6327,1984,1985,57,MUSIC,Music and Lyric by Tom Snow and Dean Pitchford,Footloose,False
6328,1984,1985,57,BEST PICTURE,"Saul Zaentz, Producer",Amadeus,True
6329,1984,1985,57,BEST PICTURE,"David Puttnam, Producer",The Killing Fields,False
6330,1984,1985,57,BEST PICTURE,"John Brabourne and Richard Goodwin, Producers",A Passage to India,False
6331,1984,1985,57,BEST PICTURE,"Arlene Donovan, Producer",Places in the Heart,False
6332,1984,1985,57,BEST PICTURE,"Norman Jewison, Ronald L. Schwary and Patrick Palmer, Producers",A Soldier's Story,False
